"DateTime","Embodied cognition[en]","Cognitive science[en]","Cognition[en]"
"2011-08-12 00:00:00",138,766,1857
"2011-08-13 00:00:00",96,771,1434
"2011-08-14 00:00:00",119,672,1739
"2011-08-15 00:00:00",165,761,1974
"2011-08-16 00:00:00",163,871,2142
"2011-08-17 00:00:00",147,791,2064
"2011-08-18 00:00:00",123,903,1938
"2011-08-19 00:00:00",124,841,1935
"2011-08-20 00:00:00",101,714,1603
"2011-08-21 00:00:00",105,684,1825
"2011-08-22 00:00:00",104,891,2174
"2011-08-23 00:00:00",162,876,2591
"2011-08-24 00:00:00",123,899,2866
"2011-08-25 00:00:00",125,795,2438
"2011-08-26 00:00:00",133,831,2020
"2011-08-27 00:00:00",100,683,1607
"2011-08-28 00:00:00",93,677,1743
"2011-08-29 00:00:00",145,832,2188
"2011-08-30 00:00:00",133,883,2210
"2011-08-31 00:00:00",160,915,2501
"2011-09-01 00:00:00",165,988,2360
"2011-09-02 00:00:00",134,831,2158
"2011-09-03 00:00:00",111,651,1505
"2011-09-04 00:00:00",110,690,1706
"2011-09-05 00:00:00",138,831,2205
"2011-09-06 00:00:00",172,904,2610
"2011-09-07 00:00:00",169,950,2612
"2011-09-08 00:00:00",159,862,2591
"2011-09-09 00:00:00",127,864,2293
"2011-09-10 00:00:00",94,727,1778
"2011-09-11 00:00:00",113,848,2037
"2011-09-12 00:00:00",245,1000,2704
"2011-09-13 00:00:00",144,1067,2697
"2011-09-14 00:00:00",141,1053,2718
"2011-09-15 00:00:00",164,988,2907
"2011-09-16 00:00:00",194,991,2431
"2011-09-17 00:00:00",145,808,1922
"2011-09-18 00:00:00",148,780,2143
"2011-09-19 00:00:00",228,1066,2913
"2011-09-20 00:00:00",196,1048,2821
"2011-09-21 00:00:00",240,1182,2783
"2011-09-22 00:00:00",195,1138,2669
"2011-09-23 00:00:00",136,920,2369
"2011-09-24 00:00:00",122,816,1873
"2011-09-25 00:00:00",151,799,2043
"2011-09-26 00:00:00",169,1074,2802
"2011-09-27 00:00:00",204,990,2808
"2011-09-28 00:00:00",181,1007,2767
"2011-09-29 00:00:00",195,1212,2826
"2011-09-30 00:00:00",187,1035,2734
"2011-10-01 00:00:00",144,848,1945
"2011-10-02 00:00:00",159,868,2313
"2011-10-03 00:00:00",225,1143,3210
"2011-10-04 00:00:00",232,1140,3244
"2011-10-05 00:00:00",249,1107,3340
"2011-10-06 00:00:00",224,1050,3172
"2011-10-07 00:00:00",166,1072,2848
"2011-10-08 00:00:00",132,621,1498
"2011-10-09 00:00:00",153,929,2475
"2011-10-10 00:00:00",200,1085,3096
"2011-10-11 00:00:00",200,1163,3389
"2011-10-12 00:00:00",217,1287,3389
"2011-10-13 00:00:00",265,1320,3668
"2011-10-14 00:00:00",191,982,3002
"2011-10-15 00:00:00",152,781,1974
"2011-10-16 00:00:00",169,821,2356
"2011-10-17 00:00:00",267,1091,3375
"2011-10-18 00:00:00",285,1086,3600
"2011-10-19 00:00:00",241,1142,3375
"2011-10-20 00:00:00",238,1063,3247
"2011-10-21 00:00:00",196,846,2525
"2011-10-22 00:00:00",128,798,1674
"2011-10-23 00:00:00",229,757,2094
"2011-10-24 00:00:00",267,1107,3139
"2011-10-25 00:00:00",271,1113,3161
"2011-10-26 00:00:00",273,1157,3595
"2011-10-27 00:00:00",280,1138,3549
"2011-10-28 00:00:00",242,1053,2705
"2011-10-29 00:00:00",147,836,1898
"2011-10-30 00:00:00",249,899,2389
"2011-10-31 00:00:00",256,1178,3481
"2011-11-01 00:00:00",274,1117,3324
"2011-11-02 00:00:00",283,1188,3680
"2011-11-03 00:00:00",261,1171,3576
"2011-11-04 00:00:00",291,1039,2818
"2011-11-05 00:00:00",216,839,2104
"2011-11-06 00:00:00",215,944,2502
"2011-11-07 00:00:00",297,1170,3478
"2011-11-08 00:00:00",315,1118,3546
"2011-11-09 00:00:00",290,1145,3474
"2011-11-10 00:00:00",295,1317,3611
"2011-11-11 00:00:00",233,1032,2718
"2011-11-12 00:00:00",212,847,2098
"2011-11-13 00:00:00",239,1082,2590
"2011-11-14 00:00:00",393,1237,3668
"2011-11-15 00:00:00",338,1232,3655
"2011-11-16 00:00:00",314,1214,3698
"2011-11-17 00:00:00",442,1188,3523
"2011-11-18 00:00:00",265,983,2811
"2011-11-19 00:00:00",180,788,1920
"2011-11-20 00:00:00",209,899,2474
"2011-11-21 00:00:00",250,1164,3210
"2011-11-22 00:00:00",269,1145,3163
"2011-11-23 00:00:00",236,1024,2746
"2011-11-24 00:00:00",209,903,2206
"2011-11-25 00:00:00",198,897,1958
"2011-11-26 00:00:00",144,797,1854
"2011-11-27 00:00:00",190,911,2303
"2011-11-28 00:00:00",238,1104,3146
"2011-11-29 00:00:00",270,1166,3421
"2011-11-30 00:00:00",289,1181,3072
"2011-12-01 00:00:00",360,1122,3139
"2011-12-02 00:00:00",250,916,2589
"2011-12-03 00:00:00",285,872,2035
"2011-12-04 00:00:00",221,839,2299
"2011-12-05 00:00:00",336,1099,3406
"2011-12-06 00:00:00",437,1078,3417
"2011-12-07 00:00:00",315,1026,3417
"2011-12-08 00:00:00",289,1069,3267
"2011-12-09 00:00:00",310,1029,2621
"2011-12-10 00:00:00",216,807,2023
"2011-12-11 00:00:00",239,922,2272
"2011-12-12 00:00:00",306,1131,3201
"2011-12-13 00:00:00",329,1177,3287
"2011-12-14 00:00:00",239,1027,3117
"2011-12-15 00:00:00",278,920,2907
"2011-12-16 00:00:00",237,793,2264
"2011-12-17 00:00:00",140,716,1562
"2011-12-18 00:00:00",134,782,1755
"2011-12-19 00:00:00",247,847,2180
"2011-12-20 00:00:00",215,810,1962
"2011-12-21 00:00:00",181,780,1857
"2011-12-22 00:00:00",150,812,1667
"2011-12-23 00:00:00",5,37,83
"2011-12-24 00:00:00",0,0,0
"2011-12-25 00:00:00",0,0,0
"2011-12-26 00:00:00",53,232,465
"2011-12-27 00:00:00",136,808,1586
"2011-12-28 00:00:00",139,791,1611
"2011-12-29 00:00:00",147,756,1583
"2011-12-30 00:00:00",141,728,1625
"2011-12-31 00:00:00",123,670,1159
"2012-01-01 00:00:00",138,610,1164
"2012-01-02 00:00:00",193,797,1795
"2012-01-03 00:00:00",217,1010,2185
"2012-01-04 00:00:00",167,925,2485
"2012-01-05 00:00:00",250,916,2503
"2012-01-06 00:00:00",155,996,2592
"2012-01-07 00:00:00",172,837,1924
"2012-01-08 00:00:00",164,1004,2079
"2012-01-09 00:00:00",237,1100,2719
"2012-01-10 00:00:00",217,1118,2761
"2012-01-11 00:00:00",312,1296,2868
"2012-01-12 00:00:00",219,1159,2826
"2012-01-13 00:00:00",229,923,2681
"2012-01-14 00:00:00",196,813,1864
"2012-01-15 00:00:00",226,803,2060
"2012-01-16 00:00:00",218,1048,2519
"2012-01-17 00:00:00",276,1021,2860
"2012-01-18 00:00:00",195,940,2694
"2012-01-19 00:00:00",203,1007,2840
"2012-01-20 00:00:00",193,998,2606
"2012-01-21 00:00:00",206,752,2021
"2012-01-22 00:00:00",212,905,2098
"2012-01-23 00:00:00",244,1149,2922
"2012-01-24 00:00:00",232,1093,3070
"2012-01-25 00:00:00",287,1129,2948
"2012-01-26 00:00:00",254,1099,3024
"2012-01-27 00:00:00",212,1115,2708
"2012-01-28 00:00:00",225,827,1991
"2012-01-29 00:00:00",232,850,2296
"2012-01-30 00:00:00",299,1094,3090
"2012-01-31 00:00:00",305,1114,3382
"2012-02-01 00:00:00",237,1054,3057
"2012-02-02 00:00:00",245,1097,3242
"2012-02-03 00:00:00",254,997,2934
"2012-02-04 00:00:00",237,775,2154
"2012-02-05 00:00:00",226,852,2249
"2012-02-06 00:00:00",340,1013,2914
"2012-02-07 00:00:00",268,1066,3499
"2012-02-08 00:00:00",326,1109,3300
"2012-02-09 00:00:00",313,1008,3113
"2012-02-10 00:00:00",238,943,2626
"2012-02-11 00:00:00",190,704,2042
"2012-02-12 00:00:00",184,826,2289
"2012-02-13 00:00:00",422,1069,3098
"2012-02-14 00:00:00",267,992,3074
"2012-02-15 00:00:00",245,986,3158
"2012-02-16 00:00:00",374,1013,3119
"2012-02-17 00:00:00",247,953,2506
"2012-02-18 00:00:00",203,752,2005
"2012-02-19 00:00:00",265,830,2212
"2012-02-20 00:00:00",298,925,2909
"2012-02-21 00:00:00",379,1100,3103
"2012-02-22 00:00:00",317,1078,3246
"2012-02-23 00:00:00",271,1048,3227
"2012-02-24 00:00:00",370,853,2650
"2012-02-25 00:00:00",219,734,2132
"2012-02-26 00:00:00",247,843,2643
"2012-02-27 00:00:00",375,959,3375
"2012-02-28 00:00:00",310,1001,3367
"2012-02-29 00:00:00",303,1013,3359
"2012-03-01 00:00:00",324,1023,3215
"2012-03-02 00:00:00",285,909,2742
"2012-03-03 00:00:00",252,759,2087
"2012-03-04 00:00:00",229,845,2379
"2012-03-05 00:00:00",309,1014,3061
"2012-03-06 00:00:00",314,980,3241
"2012-03-07 00:00:00",330,1000,3185
"2012-03-08 00:00:00",307,1007,3275
"2012-03-09 00:00:00",300,892,2794
"2012-03-10 00:00:00",296,731,1909
"2012-03-11 00:00:00",261,884,2282
"2012-03-12 00:00:00",336,1001,2932
"2012-03-13 00:00:00",265,1092,3031
"2012-03-14 00:00:00",309,980,2919
"2012-03-15 00:00:00",266,925,2873
"2012-03-16 00:00:00",212,786,2245
"2012-03-17 00:00:00",214,741,1822
"2012-03-18 00:00:00",190,825,2030
"2012-03-19 00:00:00",299,944,2855
"2012-03-20 00:00:00",327,1053,2881
"2012-03-21 00:00:00",311,837,2758
"2012-03-22 00:00:00",241,857,2457
"2012-03-23 00:00:00",207,811,2174
"2012-03-24 00:00:00",147,633,1502
"2012-03-25 00:00:00",214,870,2141
"2012-03-26 00:00:00",328,1018,2736
"2012-03-27 00:00:00",309,971,2901
"2012-03-28 00:00:00",233,903,2602
"2012-03-29 00:00:00",395,906,2652
"2012-03-30 00:00:00",263,811,2180
"2012-03-31 00:00:00",165,675,1647
"2012-04-01 00:00:00",204,707,1958
"2012-04-02 00:00:00",281,944,2625
"2012-04-03 00:00:00",298,933,2787
"2012-04-04 00:00:00",395,996,2650
"2012-04-05 00:00:00",337,885,2318
"2012-04-06 00:00:00",251,802,1841
"2012-04-07 00:00:00",221,710,1480
"2012-04-08 00:00:00",243,706,1642
"2012-04-09 00:00:00",267,875,2421
"2012-04-10 00:00:00",315,895,2624
"2012-04-11 00:00:00",313,972,2739
"2012-04-12 00:00:00",422,1001,2686
"2012-04-13 00:00:00",303,924,2181
"2012-04-14 00:00:00",196,665,1719
"2012-04-15 00:00:00",237,742,2073
"2012-04-16 00:00:00",315,932,2722
"2012-04-17 00:00:00",338,829,2926
"2012-04-18 00:00:00",340,921,3156
"2012-04-19 00:00:00",278,955,2954
"2012-04-20 00:00:00",225,773,2313
"2012-04-21 00:00:00",222,668,1925
"2012-04-22 00:00:00",278,739,2282
"2012-04-23 00:00:00",375,1120,3208
"2012-04-24 00:00:00",481,1161,3260
"2012-04-25 00:00:00",313,863,3077
"2012-04-26 00:00:00",278,855,2978
"2012-04-27 00:00:00",236,802,2507
"2012-04-28 00:00:00",204,667,1974
"2012-04-29 00:00:00",215,749,2339
"2012-04-30 00:00:00",293,970,2869
"2012-05-01 00:00:00",355,936,3120
"2012-05-02 00:00:00",287,926,3060
"2012-05-03 00:00:00",319,929,2880
"2012-05-04 00:00:00",246,885,2522
"2012-05-05 00:00:00",259,771,1939
"2012-05-06 00:00:00",299,983,2316
"2012-05-07 00:00:00",390,1112,2985
"2012-05-08 00:00:00",382,1291,3086
"2012-05-09 00:00:00",323,931,2889
"2012-05-10 00:00:00",265,877,2868
"2012-05-11 00:00:00",213,717,2265
"2012-05-12 00:00:00",197,696,1753
"2012-05-13 00:00:00",197,686,1884
"2012-05-14 00:00:00",288,943,2765
"2012-05-15 00:00:00",302,922,2759
"2012-05-16 00:00:00",249,887,2587
"2012-05-17 00:00:00",209,906,2492
"2012-05-18 00:00:00",242,761,2094
"2012-05-19 00:00:00",184,617,1628
"2012-05-20 00:00:00",235,671,1847
"2012-05-21 00:00:00",230,859,2531
"2012-05-22 00:00:00",247,877,2685
"2012-05-23 00:00:00",232,784,2541
"2012-05-24 00:00:00",207,955,2502
"2012-05-25 00:00:00",172,817,2232
"2012-05-26 00:00:00",169,660,1650
"2012-05-27 00:00:00",192,657,1838
"2012-05-28 00:00:00",260,819,2241
"2012-05-29 00:00:00",239,862,2740
"2012-05-30 00:00:00",237,810,2912
"2012-05-31 00:00:00",287,849,2701
"2012-06-01 00:00:00",518,690,2366
"2012-06-02 00:00:00",200,652,1688
"2012-06-03 00:00:00",182,680,1986
"2012-06-04 00:00:00",246,935,2635
"2012-06-05 00:00:00",267,923,2949
"2012-06-06 00:00:00",237,828,2801
"2012-06-07 00:00:00",245,871,2712
"2012-06-08 00:00:00",202,768,2360
"2012-06-09 00:00:00",126,582,1792
"2012-06-10 00:00:00",180,640,2100
"2012-06-11 00:00:00",249,865,2644
"2012-06-12 00:00:00",270,891,2781
"2012-06-13 00:00:00",268,855,2912
"2012-06-14 00:00:00",356,866,2878
"2012-06-15 00:00:00",267,830,2406
"2012-06-16 00:00:00",198,601,1891
"2012-06-17 00:00:00",174,755,2197
"2012-06-18 00:00:00",299,936,2794
"2012-06-19 00:00:00",273,985,3070
"2012-06-20 00:00:00",286,994,2869
"2012-06-21 00:00:00",271,902,2785
"2012-06-22 00:00:00",189,826,2243
"2012-06-23 00:00:00",164,773,1949
"2012-06-24 00:00:00",211,811,2079
"2012-06-25 00:00:00",203,956,2642
"2012-06-26 00:00:00",278,962,2814
"2012-06-27 00:00:00",275,974,2649
"2012-06-28 00:00:00",285,920,2563
"2012-06-29 00:00:00",207,716,2007
"2012-06-30 00:00:00",144,681,1622
"2012-07-01 00:00:00",171,679,1765
"2012-07-02 00:00:00",215,847,2391
"2012-07-03 00:00:00",165,889,2401
"2012-07-04 00:00:00",205,858,2243
"2012-07-05 00:00:00",247,801,2192
"2012-07-06 00:00:00",307,741,2051
"2012-07-07 00:00:00",169,625,1716
"2012-07-08 00:00:00",181,649,1862
"2012-07-09 00:00:00",241,854,2462
"2012-07-10 00:00:00",231,936,2620
"2012-07-11 00:00:00",242,911,2512
"2012-07-12 00:00:00",267,898,2413
"2012-07-13 00:00:00",298,1076,2321
"2012-07-14 00:00:00",334,1030,1917
"2012-07-15 00:00:00",235,786,2057
"2012-07-16 00:00:00",214,949,2596
"2012-07-17 00:00:00",221,943,2585
"2012-07-18 00:00:00",217,941,2741
"2012-07-19 00:00:00",162,827,2512
"2012-07-20 00:00:00",172,823,2108
"2012-07-21 00:00:00",128,635,1654
"2012-07-22 00:00:00",138,630,1753
"2012-07-23 00:00:00",206,876,2596
"2012-07-24 00:00:00",185,848,2526
"2012-07-25 00:00:00",263,830,2656
"2012-07-26 00:00:00",218,759,2455
"2012-07-27 00:00:00",199,703,1951
"2012-07-28 00:00:00",143,579,1743
"2012-07-29 00:00:00",157,633,1717
"2012-07-30 00:00:00",172,771,2663
"2012-07-31 00:00:00",203,835,2534
"2012-08-01 00:00:00",268,745,2421
"2012-08-02 00:00:00",209,723,2399
"2012-08-03 00:00:00",201,616,1951
"2012-08-04 00:00:00",178,597,1559
"2012-08-05 00:00:00",155,608,1907
"2012-08-06 00:00:00",209,730,2368
"2012-08-07 00:00:00",193,766,2399
"2012-08-08 00:00:00",199,840,2447
"2012-08-09 00:00:00",202,741,2290
"2012-08-10 00:00:00",168,701,2072
"2012-08-11 00:00:00",168,602,1664
"2012-08-12 00:00:00",156,722,1769
"2012-08-13 00:00:00",214,850,2433
"2012-08-14 00:00:00",205,843,2530
"2012-08-15 00:00:00",185,837,2584
"2012-08-16 00:00:00",197,819,2414
"2012-08-17 00:00:00",188,751,2061
"2012-08-18 00:00:00",134,642,1649
"2012-08-19 00:00:00",157,699,1747
"2012-08-20 00:00:00",217,880,2393
"2012-08-21 00:00:00",230,923,2831
"2012-08-22 00:00:00",206,982,2721
"2012-08-23 00:00:00",187,1039,2703
"2012-08-24 00:00:00",162,846,2365
"2012-08-25 00:00:00",140,634,1839
"2012-08-26 00:00:00",180,717,2162
"2012-08-27 00:00:00",225,1041,3336
"2012-08-28 00:00:00",234,1042,3222
"2012-08-29 00:00:00",232,995,3264
"2012-08-30 00:00:00",232,882,3133
"2012-08-31 00:00:00",205,916,2622
"2012-09-01 00:00:00",152,678,1966
"2012-09-02 00:00:00",162,783,2303
"2012-09-03 00:00:00",216,931,2825
"2012-09-04 00:00:00",265,951,3257
"2012-09-05 00:00:00",234,1005,3660
"2012-09-06 00:00:00",247,1089,3537
"2012-09-07 00:00:00",215,943,2931
"2012-09-08 00:00:00",171,810,2333
"2012-09-09 00:00:00",218,890,2767
"2012-09-10 00:00:00",291,1134,3753
"2012-09-11 00:00:00",303,1042,3843
"2012-09-12 00:00:00",328,1094,3911
"2012-09-13 00:00:00",336,1110,3811
"2012-09-14 00:00:00",439,999,3128
"2012-09-15 00:00:00",275,759,2281
"2012-09-16 00:00:00",275,899,2813
"2012-09-17 00:00:00",308,1088,3708
"2012-09-18 00:00:00",308,1203,3922
"2012-09-19 00:00:00",342,1073,3878
"2012-09-20 00:00:00",285,1093,3772
"2012-09-21 00:00:00",276,979,2858
"2012-09-22 00:00:00",225,821,2227
"2012-09-23 00:00:00",245,785,2461
"2012-09-24 00:00:00",301,1146,3473
"2012-09-25 00:00:00",297,1105,3553
"2012-09-26 00:00:00",263,1252,3536
"2012-09-27 00:00:00",312,1176,3832
"2012-09-28 00:00:00",239,1014,3082
"2012-09-29 00:00:00",245,748,2272
"2012-09-30 00:00:00",212,880,2856
"2012-10-01 00:00:00",322,1213,3873
"2012-10-02 00:00:00",362,1254,4015
"2012-10-03 00:00:00",373,1194,3944
"2012-10-04 00:00:00",299,1128,3775
"2012-10-05 00:00:00",206,910,3055
"2012-10-06 00:00:00",327,800,2265
"2012-10-07 00:00:00",363,1007,2710
"2012-10-08 00:00:00",332,1164,3688
"2012-10-09 00:00:00",349,1118,3935
"2012-10-10 00:00:00",324,1155,3995
"2012-10-11 00:00:00",308,1189,3983
"2012-10-12 00:00:00",272,1037,3121
"2012-10-13 00:00:00",234,875,2606
"2012-10-14 00:00:00",246,964,2926
"2012-10-15 00:00:00",306,1154,3991
"2012-10-16 00:00:00",307,1113,4001
"2012-10-17 00:00:00",321,1081,3974
"2012-10-18 00:00:00",365,1065,3984
"2012-10-19 00:00:00",275,897,3206
"2012-10-20 00:00:00",169,753,2210
"2012-10-21 00:00:00",266,890,2778
"2012-10-22 00:00:00",366,1055,3870
"2012-10-23 00:00:00",341,1074,3950
"2012-10-24 00:00:00",509,1174,3891
"2012-10-25 00:00:00",359,995,3778
"2012-10-26 00:00:00",283,904,2820
"2012-10-27 00:00:00",225,763,2162
"2012-10-28 00:00:00",285,911,2632
"2012-10-29 00:00:00",371,1105,3368
"2012-10-30 00:00:00",353,1128,3406
"2012-10-31 00:00:00",344,1032,3056
"2012-11-01 00:00:00",289,1051,3447
"2012-11-02 00:00:00",280,923,3148
"2012-11-03 00:00:00",212,766,2229
"2012-11-04 00:00:00",247,849,2815
"2012-11-05 00:00:00",447,1054,3692
"2012-11-06 00:00:00",401,1112,3952
"2012-11-07 00:00:00",373,984,3651
"2012-11-08 00:00:00",359,1009,3836
"2012-11-09 00:00:00",254,969,2974
"2012-11-10 00:00:00",233,758,2274
"2012-11-11 00:00:00",246,836,2571
"2012-11-12 00:00:00",340,1079,3632
"2012-11-13 00:00:00",359,1127,3775
"2012-11-14 00:00:00",336,1101,3834
"2012-11-15 00:00:00",316,1126,3744
"2012-11-16 00:00:00",273,935,3102
"2012-11-17 00:00:00",267,802,2367
"2012-11-18 00:00:00",288,883,2868
"2012-11-19 00:00:00",339,1069,3783
"2012-11-20 00:00:00",295,1155,3603
"2012-11-21 00:00:00",299,977,3438
"2012-11-22 00:00:00",285,952,2699
"2012-11-23 00:00:00",273,877,2299
"2012-11-24 00:00:00",200,848,2123
"2012-11-25 00:00:00",238,910,2639
"2012-11-26 00:00:00",303,1225,3848
"2012-11-27 00:00:00",414,1114,3818
"2012-11-28 00:00:00",375,1179,3708
"2012-11-29 00:00:00",422,1140,3198
"2012-11-30 00:00:00",305,1028,3060
"2012-12-01 00:00:00",247,842,2283
"2012-12-02 00:00:00",285,922,2807
"2012-12-03 00:00:00",440,993,3742
"2012-12-04 00:00:00",321,1057,4072
"2012-12-05 00:00:00",345,1183,4215
"2012-12-06 00:00:00",331,1072,3642
"2012-12-07 00:00:00",286,876,3069
"2012-12-08 00:00:00",201,743,2339
"2012-12-09 00:00:00",240,842,2829
"2012-12-10 00:00:00",403,1073,3986
"2012-12-11 00:00:00",433,964,4024
"2012-12-12 00:00:00",396,1008,3645
"2012-12-13 00:00:00",408,951,3528
"2012-12-14 00:00:00",329,810,2898
"2012-12-15 00:00:00",243,742,1980
"2012-12-16 00:00:00",260,836,2212
"2012-12-17 00:00:00",254,1099,2968
"2012-12-18 00:00:00",273,899,2869
"2012-12-19 00:00:00",220,970,2249
"2012-12-20 00:00:00",213,896,1955
"2012-12-21 00:00:00",184,861,1882
"2012-12-22 00:00:00",165,789,1413
"2012-12-23 00:00:00",143,811,1501
"2012-12-24 00:00:00",139,617,1381
"2012-12-25 00:00:00",149,622,1246
"2012-12-26 00:00:00",194,734,1692
"2012-12-27 00:00:00",306,800,1819
"2012-12-28 00:00:00",195,725,1820
"2012-12-29 00:00:00",200,718,1644
"2012-12-30 00:00:00",189,762,1607
"2012-12-31 00:00:00",160,675,1588
"2013-01-01 00:00:00",158,672,1443
"2013-01-02 00:00:00",209,884,2407
"2013-01-03 00:00:00",219,887,2509
"2013-01-04 00:00:00",262,870,2435
"2013-01-05 00:00:00",234,775,1979
"2013-01-06 00:00:00",198,828,2090
"2013-01-07 00:00:00",289,959,2903
"2013-01-08 00:00:00",358,925,3163
"2013-01-09 00:00:00",303,1005,3253
"2013-01-10 00:00:00",293,1009,3285
"2013-01-11 00:00:00",263,909,3364
"2013-01-12 00:00:00",268,782,2217
"2013-01-13 00:00:00",233,835,2721
"2013-01-14 00:00:00",325,961,3583
"2013-01-15 00:00:00",342,1108,3616
"2013-01-16 00:00:00",305,1163,3883
"2013-01-17 00:00:00",306,1034,3855
"2013-01-18 00:00:00",279,856,3501
"2013-01-19 00:00:00",204,814,2575
"2013-01-20 00:00:00",256,806,2863
"2013-01-21 00:00:00",456,1000,3819
"2013-01-22 00:00:00",332,1088,4252
"2013-01-23 00:00:00",396,1127,4184
"2013-01-24 00:00:00",457,1116,4154
"2013-01-25 00:00:00",341,1054,3530
"2013-01-26 00:00:00",266,771,2623
"2013-01-27 00:00:00",300,835,3201
"2013-01-28 00:00:00",358,1069,4162
"2013-01-29 00:00:00",357,1122,4477
"2013-01-30 00:00:00",309,1142,4695
"2013-01-31 00:00:00",359,1106,4526
"2013-02-01 00:00:00",298,1107,3800
"2013-02-02 00:00:00",210,801,2902
"2013-02-03 00:00:00",300,845,3404
"2013-02-04 00:00:00",414,998,4402
"2013-02-05 00:00:00",373,1412,4650
"2013-02-06 00:00:00",351,1108,4511
"2013-02-07 00:00:00",322,1041,4391
"2013-02-08 00:00:00",284,991,3697
"2013-02-09 00:00:00",287,808,2633
"2013-02-10 00:00:00",267,1025,3224
"2013-02-11 00:00:00",344,1064,4026
"2013-02-12 00:00:00",419,1144,4428
"2013-02-13 00:00:00",448,1107,4179
"2013-02-14 00:00:00",359,1010,4029
"2013-02-15 00:00:00",334,947,3285
"2013-02-16 00:00:00",224,774,2758
"2013-02-17 00:00:00",258,862,3122
"2013-02-18 00:00:00",353,1160,4202
"2013-02-19 00:00:00",413,1094,4497
"2013-02-20 00:00:00",443,1168,4666
"2013-02-21 00:00:00",375,1069,4555
"2013-02-22 00:00:00",331,920,3736
"2013-02-23 00:00:00",245,753,2682
"2013-02-24 00:00:00",320,868,3178
"2013-02-25 00:00:00",518,1002,4615
"2013-02-26 00:00:00",465,1162,4659
"2013-02-27 00:00:00",483,1026,4633
"2013-02-28 00:00:00",472,1042,4568
"2013-03-01 00:00:00",327,994,4046
"2013-03-02 00:00:00",257,717,2839
"2013-03-03 00:00:00",316,841,3275
"2013-03-04 00:00:00",389,1030,4673
"2013-03-05 00:00:00",390,1018,4397
"2013-03-06 00:00:00",407,989,4697
"2013-03-07 00:00:00",374,974,4531
"2013-03-08 00:00:00",286,912,3725
"2013-03-09 00:00:00",247,737,2850
"2013-03-10 00:00:00",289,921,3169
"2013-03-11 00:00:00",423,1007,4422
"2013-03-12 00:00:00",434,996,4476
"2013-03-13 00:00:00",383,931,4540
"2013-03-14 00:00:00",359,1087,4156
"2013-03-15 00:00:00",298,887,3369
"2013-03-16 00:00:00",232,663,2568
"2013-03-17 00:00:00",270,785,2884
"2013-03-18 00:00:00",446,938,4008
"2013-03-19 00:00:00",361,1050,4044
"2013-03-20 00:00:00",348,1056,4016
"2013-03-21 00:00:00",474,966,3708
"2013-03-22 00:00:00",322,851,3272
"2013-03-23 00:00:00",231,720,2415
"2013-03-24 00:00:00",247,770,2817
"2013-03-25 00:00:00",342,947,3727
"2013-03-26 00:00:00",354,1003,4189
"2013-03-27 00:00:00",313,866,3624
"2013-03-28 00:00:00",276,988,3333
"2013-03-29 00:00:00",270,831,2682
"2013-03-30 00:00:00",182,666,2294
"2013-03-31 00:00:00",221,716,2449
"2013-04-01 00:00:00",277,931,3338
"2013-04-02 00:00:00",344,1006,3560
"2013-04-03 00:00:00",365,955,3626
"2013-04-04 00:00:00",369,1003,3582
"2013-04-05 00:00:00",326,822,3156
"2013-04-06 00:00:00",230,697,2369
"2013-04-07 00:00:00",313,817,2806
"2013-04-08 00:00:00",402,886,4054
"2013-04-09 00:00:00",392,956,3977
"2013-04-10 00:00:00",348,1031,4159
"2013-04-11 00:00:00",367,898,3934
"2013-04-12 00:00:00",330,839,3635
"2013-04-13 00:00:00",242,701,2743
"2013-04-14 00:00:00",285,1231,3237
"2013-04-15 00:00:00",398,1157,4382
"2013-04-16 00:00:00",377,1073,4364
"2013-04-17 00:00:00",346,1030,4171
"2013-04-18 00:00:00",466,1002,3861
"2013-04-19 00:00:00",313,940,3318
"2013-04-20 00:00:00",263,748,2694
"2013-04-21 00:00:00",286,812,3103
"2013-04-22 00:00:00",401,1261,4314
"2013-04-23 00:00:00",394,1019,4399
"2013-04-24 00:00:00",379,1039,4216
"2013-04-25 00:00:00",412,940,4178
"2013-04-26 00:00:00",330,977,3477
"2013-04-27 00:00:00",245,718,2773
"2013-04-28 00:00:00",282,825,3183
"2013-04-29 00:00:00",485,1035,4195
"2013-04-30 00:00:00",415,1013,4083
"2013-05-01 00:00:00",358,930,3950
"2013-05-02 00:00:00",346,914,3737
"2013-05-03 00:00:00",376,773,3293
"2013-05-04 00:00:00",261,640,2425
"2013-05-05 00:00:00",357,816,2834
"2013-05-06 00:00:00",450,853,3886
"2013-05-07 00:00:00",332,898,3693
"2013-05-08 00:00:00",304,917,3446
"2013-05-09 00:00:00",336,879,3511
"2013-05-10 00:00:00",292,866,3035
"2013-05-11 00:00:00",273,626,2326
"2013-05-12 00:00:00",291,717,2617
"2013-05-13 00:00:00",365,902,3685
"2013-05-14 00:00:00",390,966,3801
"2013-05-15 00:00:00",358,1006,3713
"2013-05-16 00:00:00",334,967,3509
"2013-05-17 00:00:00",296,803,3099
"2013-05-18 00:00:00",246,734,2304
"2013-05-19 00:00:00",291,799,2830
"2013-05-20 00:00:00",349,1025,3431
"2013-05-21 00:00:00",386,871,3601
"2013-05-22 00:00:00",378,954,3375
"2013-05-23 00:00:00",302,839,3460
"2013-05-24 00:00:00",273,836,2765
"2013-05-25 00:00:00",199,629,2016
"2013-05-26 00:00:00",257,698,2293
