"DateTime","Embodied cognition[en]","Cognitive science[en]","Cognition[en]"
"2009-10-24 00:00:00",86,662,1815
"2009-10-25 00:00:00",154,836,1952
"2009-10-26 00:00:00",136,882,2890
"2009-10-27 00:00:00",135,988,3240
"2009-10-28 00:00:00",125,1016,2967
"2009-10-29 00:00:00",124,848,3155
"2009-10-30 00:00:00",121,742,2355
"2009-10-31 00:00:00",97,669,1585
"2009-11-01 00:00:00",87,621,1896
"2009-11-02 00:00:00",119,880,2813
"2009-11-03 00:00:00",133,1040,3260
"2009-11-04 00:00:00",152,1025,3568
"2009-11-05 00:00:00",131,1017,3397
"2009-11-06 00:00:00",103,863,2663
"2009-11-07 00:00:00",109,853,1998
"2009-11-08 00:00:00",118,776,2323
"2009-11-09 00:00:00",145,974,3276
"2009-11-10 00:00:00",159,1026,3253
"2009-11-11 00:00:00",159,1055,3332
"2009-11-12 00:00:00",168,1024,3404
"2009-11-13 00:00:00",147,914,2784
"2009-11-14 00:00:00",83,687,1971
"2009-11-15 00:00:00",116,869,2433
"2009-11-16 00:00:00",149,1064,3508
"2009-11-17 00:00:00",134,945,2955
"2009-11-18 00:00:00",141,903,3005
"2009-11-19 00:00:00",135,921,2888
"2009-11-20 00:00:00",124,854,2382
"2009-11-21 00:00:00",82,652,1734
"2009-11-22 00:00:00",59,495,1330
"2009-11-23 00:00:00",140,903,2699
"2009-11-24 00:00:00",103,878,2460
"2009-11-25 00:00:00",122,722,2202
"2009-11-26 00:00:00",92,727,1902
"2009-11-27 00:00:00",95,690,1717
"2009-11-28 00:00:00",106,697,1647
"2009-11-29 00:00:00",80,702,1835
"2009-11-30 00:00:00",114,911,2620
"2009-12-01 00:00:00",108,971,2592
"2009-12-02 00:00:00",121,841,2707
"2009-12-03 00:00:00",131,830,2565
"2009-12-04 00:00:00",133,781,2441
"2009-12-05 00:00:00",82,628,1747
"2009-12-06 00:00:00",121,645,1940
"2009-12-07 00:00:00",120,851,2737
"2009-12-08 00:00:00",104,747,2815
"2009-12-09 00:00:00",103,810,2791
"2009-12-10 00:00:00",125,849,2824
"2009-12-11 00:00:00",152,670,2725
"2009-12-12 00:00:00",121,1056,1681
"2009-12-13 00:00:00",117,662,1836
"2009-12-14 00:00:00",137,813,2583
"2009-12-15 00:00:00",148,790,2220
"2009-12-16 00:00:00",168,756,2225
"2009-12-17 00:00:00",139,843,2269
"2009-12-18 00:00:00",117,718,1918
"2009-12-19 00:00:00",81,667,1294
"2009-12-20 00:00:00",93,635,1268
"2009-12-21 00:00:00",113,737,1572
"2009-12-22 00:00:00",133,644,1540
"2009-12-23 00:00:00",113,771,1342
"2009-12-24 00:00:00",63,528,947
"2009-12-25 00:00:00",58,507,775
"2009-12-26 00:00:00",85,540,929
"2009-12-27 00:00:00",152,610,1074
"2009-12-28 00:00:00",113,693,1410
"2009-12-29 00:00:00",83,766,1510
"2009-12-30 00:00:00",110,829,1451
"2009-12-31 00:00:00",74,709,1285
"2010-01-01 00:00:00",62,471,983
"2010-01-02 00:00:00",79,632,1176
"2010-01-03 00:00:00",64,648,1299
"2010-01-04 00:00:00",136,746,1534
"2010-01-05 00:00:00",93,739,1698
"2010-01-06 00:00:00",124,750,2077
"2010-01-07 00:00:00",102,872,2246
"2010-01-08 00:00:00",125,794,2046
"2010-01-09 00:00:00",72,660,1658
"2010-01-10 00:00:00",86,744,1870
"2010-01-11 00:00:00",119,923,2467
"2010-01-12 00:00:00",143,871,2778
"2010-01-13 00:00:00",129,906,2764
"2010-01-14 00:00:00",128,913,2517
"2010-01-15 00:00:00",134,836,2272
"2010-01-16 00:00:00",113,713,1698
"2010-01-17 00:00:00",106,702,1788
"2010-01-18 00:00:00",163,870,2560
"2010-01-19 00:00:00",138,953,2440
"2010-01-20 00:00:00",146,930,2710
"2010-01-21 00:00:00",166,893,3030
"2010-01-22 00:00:00",143,816,2624
"2010-01-23 00:00:00",18,56,188
"2010-01-24 00:00:00",0,0,0
"2010-01-25 00:00:00",142,907,2729
"2010-01-26 00:00:00",161,917,3043
"2010-01-27 00:00:00",109,867,2782
"2010-01-28 00:00:00",176,914,2962
"2010-01-29 00:00:00",109,770,2332
"2010-01-30 00:00:00",104,669,1910
"2010-01-31 00:00:00",98,716,1979
"2010-02-01 00:00:00",147,905,3058
"2010-02-02 00:00:00",381,909,3306
"2010-02-03 00:00:00",428,930,3198
"2010-02-04 00:00:00",406,967,3162
"2010-02-05 00:00:00",304,950,2673
"2010-02-06 00:00:00",189,816,1974
"2010-02-07 00:00:00",158,737,2027
"2010-02-08 00:00:00",195,752,2376
"2010-02-09 00:00:00",229,882,2913
"2010-02-10 00:00:00",232,958,3062
"2010-02-11 00:00:00",236,966,3012
"2010-02-12 00:00:00",202,785,2386
"2010-02-13 00:00:00",124,613,1683
"2010-02-14 00:00:00",126,628,1693
"2010-02-15 00:00:00",155,852,2516
"2010-02-16 00:00:00",200,872,2903
"2010-02-17 00:00:00",232,807,3013
"2010-02-18 00:00:00",183,875,2698
"2010-02-19 00:00:00",115,727,2293
"2010-02-20 00:00:00",168,642,2103
"2010-02-21 00:00:00",153,805,2233
"2010-02-22 00:00:00",178,1002,3151
"2010-02-23 00:00:00",187,995,3315
"2010-02-24 00:00:00",142,905,2834
"2010-02-25 00:00:00",127,794,2454
"2010-02-26 00:00:00",123,656,2135
"2010-02-27 00:00:00",113,663,1890
"2010-02-28 00:00:00",127,678,2056
"2010-03-01 00:00:00",145,832,2939
"2010-03-02 00:00:00",137,860,3073
"2010-03-03 00:00:00",200,960,3068
"2010-03-04 00:00:00",151,833,2951
"2010-03-05 00:00:00",147,770,2534
"2010-03-06 00:00:00",131,608,1797
"2010-03-07 00:00:00",118,722,2017
"2010-03-08 00:00:00",180,821,2804
"2010-03-09 00:00:00",182,916,2864
"2010-03-10 00:00:00",157,832,2778
"2010-03-11 00:00:00",144,838,2851
"2010-03-12 00:00:00",149,1038,2592
"2010-03-13 00:00:00",106,840,1990
"2010-03-14 00:00:00",122,816,2069
"2010-03-15 00:00:00",145,819,2725
"2010-03-16 00:00:00",151,1612,2869
"2010-03-17 00:00:00",173,1138,2715
"2010-03-18 00:00:00",151,1056,2630
"2010-03-19 00:00:00",137,928,2312
"2010-03-20 00:00:00",102,913,1916
"2010-03-21 00:00:00",127,765,2063
"2010-03-22 00:00:00",148,928,2745
"2010-03-23 00:00:00",140,926,2713
"2010-03-24 00:00:00",186,1175,2776
"2010-03-25 00:00:00",226,1118,2847
"2010-03-26 00:00:00",190,975,2418
"2010-03-27 00:00:00",132,842,1775
"2010-03-28 00:00:00",122,743,1951
"2010-03-29 00:00:00",149,1052,2700
"2010-03-30 00:00:00",197,1015,2753
"2010-03-31 00:00:00",162,912,2767
"2010-04-01 00:00:00",172,949,2378
"2010-04-02 00:00:00",152,786,1832
"2010-04-03 00:00:00",119,800,1609
"2010-04-04 00:00:00",122,769,1658
"2010-04-05 00:00:00",148,926,2346
"2010-04-06 00:00:00",188,900,2418
"2010-04-07 00:00:00",166,944,2571
"2010-04-08 00:00:00",178,980,2770
"2010-04-09 00:00:00",164,792,2168
"2010-04-10 00:00:00",158,727,1645
"2010-04-11 00:00:00",139,730,1855
"2010-04-12 00:00:00",151,913,2633
"2010-04-13 00:00:00",155,949,2759
"2010-04-14 00:00:00",184,950,2645
"2010-04-15 00:00:00",225,965,2593
"2010-04-16 00:00:00",192,827,2462
"2010-04-17 00:00:00",131,760,1926
"2010-04-18 00:00:00",180,823,2057
"2010-04-19 00:00:00",229,988,2780
"2010-04-20 00:00:00",189,1010,2704
"2010-04-21 00:00:00",201,938,3772
"2010-04-22 00:00:00",189,990,3132
"2010-04-23 00:00:00",170,824,2325
"2010-04-24 00:00:00",148,832,1930
"2010-04-25 00:00:00",143,760,2126
"2010-04-26 00:00:00",219,946,2728
"2010-04-27 00:00:00",190,995,3544
"2010-04-28 00:00:00",184,950,3130
"2010-04-29 00:00:00",176,944,3121
"2010-04-30 00:00:00",211,869,2543
"2010-05-01 00:00:00",142,828,1814
"2010-05-02 00:00:00",153,765,2057
"2010-05-03 00:00:00",206,1022,2908
"2010-05-04 00:00:00",185,1048,2952
"2010-05-05 00:00:00",190,880,2805
"2010-05-06 00:00:00",184,926,2747
"2010-05-07 00:00:00",153,887,2314
"2010-05-08 00:00:00",131,735,1833
"2010-05-09 00:00:00",135,735,1847
"2010-05-10 00:00:00",174,886,2658
"2010-05-11 00:00:00",186,912,2694
"2010-05-12 00:00:00",165,1097,2537
"2010-05-13 00:00:00",127,998,2048
"2010-05-14 00:00:00",158,818,1961
"2010-05-15 00:00:00",140,738,1701
"2010-05-16 00:00:00",113,805,1772
"2010-05-17 00:00:00",188,944,2404
"2010-05-18 00:00:00",156,717,2080
"2010-05-19 00:00:00",145,737,1962
"2010-05-20 00:00:00",177,879,2319
"2010-05-21 00:00:00",141,887,2095
"2010-05-22 00:00:00",102,708,1663
"2010-05-23 00:00:00",116,772,1773
"2010-05-24 00:00:00",145,845,2306
"2010-05-25 00:00:00",165,808,2419
"2010-05-26 00:00:00",141,770,2394
"2010-05-27 00:00:00",141,761,2113
"2010-05-28 00:00:00",107,631,1718
"2010-05-29 00:00:00",106,642,1536
"2010-05-30 00:00:00",110,694,1605
"2010-05-31 00:00:00",147,730,1862
"2010-06-01 00:00:00",130,740,2216
"2010-06-02 00:00:00",157,850,2381
"2010-06-03 00:00:00",142,862,2290
"2010-06-04 00:00:00",137,866,2028
"2010-06-05 00:00:00",134,718,1564
"2010-06-06 00:00:00",160,699,1642
"2010-06-07 00:00:00",138,775,2156
"2010-06-08 00:00:00",111,712,2116
"2010-06-09 00:00:00",151,796,2127
"2010-06-10 00:00:00",112,692,1995
"2010-06-11 00:00:00",92,438,1111
"2010-06-12 00:00:00",22,134,341
"2010-06-13 00:00:00",19,110,263
"2010-06-14 00:00:00",29,146,398
"2010-06-15 00:00:00",72,362,990
"2010-06-16 00:00:00",82,636,1508
"2010-06-17 00:00:00",139,711,1928
"2010-06-18 00:00:00",131,807,1863
"2010-06-19 00:00:00",133,709,1677
"2010-06-20 00:00:00",93,692,2028
"2010-06-21 00:00:00",192,793,2220
"2010-06-22 00:00:00",142,819,2092
"2010-06-23 00:00:00",118,803,2194
"2010-06-24 00:00:00",105,679,1835
"2010-06-25 00:00:00",109,600,1573
"2010-06-26 00:00:00",89,609,1356
"2010-06-27 00:00:00",29,236,521
"2010-06-28 00:00:00",122,475,1201
"2010-06-29 00:00:00",207,740,1941
"2010-06-30 00:00:00",210,884,2213
"2010-07-01 00:00:00",145,732,1944
"2010-07-02 00:00:00",116,570,1654
"2010-07-03 00:00:00",85,550,1193
"2010-07-04 00:00:00",98,534,1295
"2010-07-05 00:00:00",46,279,619
"2010-07-06 00:00:00",109,630,1662
"2010-07-07 00:00:00",35,279,674
"2010-07-08 00:00:00",0,0,0
"2010-07-09 00:00:00",0,0,0
"2010-07-10 00:00:00",67,385,873
"2010-07-11 00:00:00",88,520,1288
"2010-07-12 00:00:00",97,618,1556
"2010-07-13 00:00:00",90,676,1705
"2010-07-14 00:00:00",102,692,1734
"2010-07-15 00:00:00",113,673,1833
"2010-07-16 00:00:00",115,620,1625
"2010-07-17 00:00:00",63,577,1333
"2010-07-18 00:00:00",112,559,1444
"2010-07-19 00:00:00",91,739,1676
"2010-07-20 00:00:00",95,750,1804
"2010-07-21 00:00:00",110,676,1687
"2010-07-22 00:00:00",118,847,2134
"2010-07-23 00:00:00",120,965,2243
"2010-07-24 00:00:00",125,721,1687
"2010-07-25 00:00:00",124,759,1862
"2010-07-26 00:00:00",141,1038,2476
"2010-07-27 00:00:00",156,932,2599
"2010-07-28 00:00:00",146,1199,2495
"2010-07-29 00:00:00",153,939,2390
"2010-07-30 00:00:00",116,931,2115
"2010-07-31 00:00:00",149,788,1644
"2010-08-01 00:00:00",120,745,1796
"2010-08-02 00:00:00",298,975,2364
"2010-08-03 00:00:00",180,956,2514
"2010-08-04 00:00:00",140,982,2611
"2010-08-05 00:00:00",194,1024,2448
"2010-08-06 00:00:00",141,865,2098
"2010-08-07 00:00:00",110,743,1653
"2010-08-08 00:00:00",115,754,1854
"2010-08-09 00:00:00",143,1009,2637
"2010-08-10 00:00:00",130,1030,2634
"2010-08-11 00:00:00",178,1122,2566
"2010-08-12 00:00:00",155,996,2388
"2010-08-13 00:00:00",120,801,2280
"2010-08-14 00:00:00",87,899,1684
"2010-08-15 00:00:00",119,789,1903
"2010-08-16 00:00:00",122,1046,2588
"2010-08-17 00:00:00",142,1025,2575
"2010-08-18 00:00:00",129,1056,2747
"2010-08-19 00:00:00",128,964,2731
"2010-08-20 00:00:00",102,860,2347
"2010-08-21 00:00:00",84,760,1761
"2010-08-22 00:00:00",103,850,1915
"2010-08-23 00:00:00",149,1045,2648
"2010-08-24 00:00:00",136,932,2729
"2010-08-25 00:00:00",141,1119,2903
"2010-08-26 00:00:00",147,1119,2781
"2010-08-27 00:00:00",149,1095,2387
"2010-08-28 00:00:00",100,906,1756
"2010-08-29 00:00:00",103,916,2166
"2010-08-30 00:00:00",122,1158,3053
"2010-08-31 00:00:00",151,1163,3146
"2010-09-01 00:00:00",169,1175,3218
"2010-09-02 00:00:00",151,1129,3244
"2010-09-03 00:00:00",122,1052,2800
"2010-09-04 00:00:00",88,929,1805
"2010-09-05 00:00:00",84,833,2119
"2010-09-06 00:00:00",162,1129,2833
"2010-09-07 00:00:00",190,1195,3416
"2010-09-08 00:00:00",177,1192,3603
"2010-09-09 00:00:00",149,1170,3495
"2010-09-10 00:00:00",168,950,2868
"2010-09-11 00:00:00",127,852,2090
"2010-09-12 00:00:00",142,883,2494
"2010-09-13 00:00:00",198,1213,3805
"2010-09-14 00:00:00",188,1218,3960
"2010-09-15 00:00:00",230,1313,3732
"2010-09-16 00:00:00",201,1111,3676
"2010-09-17 00:00:00",169,1011,3017
"2010-09-18 00:00:00",108,801,2001
"2010-09-19 00:00:00",139,930,2840
"2010-09-20 00:00:00",241,1173,3803
"2010-09-21 00:00:00",144,1151,3743
"2010-09-22 00:00:00",175,1204,3611
"2010-09-23 00:00:00",190,1226,3708
"2010-09-24 00:00:00",173,1048,2940
"2010-09-25 00:00:00",118,834,2238
"2010-09-26 00:00:00",168,951,2712
"2010-09-27 00:00:00",181,1196,4087
"2010-09-28 00:00:00",197,1230,3926
"2010-09-29 00:00:00",288,1285,3952
"2010-09-30 00:00:00",221,1330,4437
"2010-10-01 00:00:00",146,1117,3240
"2010-10-02 00:00:00",138,907,2177
"2010-10-03 00:00:00",180,984,2915
"2010-10-04 00:00:00",245,1171,4031
"2010-10-05 00:00:00",192,1317,4134
"2010-10-06 00:00:00",229,1265,4283
"2010-10-07 00:00:00",243,1346,4365
"2010-10-08 00:00:00",174,1173,3248
"2010-10-09 00:00:00",149,856,2208
"2010-10-10 00:00:00",183,963,2624
"2010-10-11 00:00:00",258,1152,3817
"2010-10-12 00:00:00",220,1947,4111
"2010-10-13 00:00:00",213,1403,4274
"2010-10-14 00:00:00",208,1314,3924
"2010-10-15 00:00:00",227,1132,3261
"2010-10-16 00:00:00",123,917,2146
"2010-10-17 00:00:00",157,1060,2709
"2010-10-18 00:00:00",231,1378,4011
"2010-10-19 00:00:00",230,1390,4021
"2010-10-20 00:00:00",212,1420,4087
"2010-10-21 00:00:00",216,1312,4010
"2010-10-22 00:00:00",191,1073,3141
"2010-10-23 00:00:00",162,876,2211
"2010-10-24 00:00:00",165,988,2746
"2010-10-25 00:00:00",212,1335,3840
"2010-10-26 00:00:00",237,1177,3709
"2010-10-27 00:00:00",276,1259,3883
"2010-10-28 00:00:00",231,1247,3731
"2010-10-29 00:00:00",208,1093,3034
"2010-10-30 00:00:00",119,871,2094
"2010-10-31 00:00:00",198,1023,2545
"2010-11-01 00:00:00",230,1330,3655
"2010-11-02 00:00:00",271,1248,3733
"2010-11-03 00:00:00",254,1311,3699
"2010-11-04 00:00:00",275,1379,3535
"2010-11-05 00:00:00",253,945,2975
"2010-11-06 00:00:00",178,951,2165
"2010-11-07 00:00:00",158,935,2730
"2010-11-08 00:00:00",269,1266,3756
"2010-11-09 00:00:00",244,1303,3994
"2010-11-10 00:00:00",222,1318,3831
"2010-11-11 00:00:00",215,1204,3359
"2010-11-12 00:00:00",207,1186,3270
"2010-11-13 00:00:00",152,877,2321
"2010-11-14 00:00:00",163,952,2552
"2010-11-15 00:00:00",291,1198,3484
"2010-11-16 00:00:00",259,1181,3524
"2010-11-17 00:00:00",287,1216,3761
"2010-11-18 00:00:00",236,1124,3890
"2010-11-19 00:00:00",228,1169,3024
"2010-11-20 00:00:00",141,849,2206
"2010-11-21 00:00:00",171,980,2652
"2010-11-22 00:00:00",234,1293,3820
"2010-11-23 00:00:00",247,1246,3658
"2010-11-24 00:00:00",188,1059,3035
"2010-11-25 00:00:00",167,1008,2664
"2010-11-26 00:00:00",181,981,2217
"2010-11-27 00:00:00",151,934,2116
"2010-11-28 00:00:00",187,937,2589
"2010-11-29 00:00:00",259,1215,3624
"2010-11-30 00:00:00",162,745,2048
"2010-12-01 00:00:00",270,1259,3747
"2010-12-02 00:00:00",228,1136,3635
"2010-12-03 00:00:00",209,1011,3271
"2010-12-04 00:00:00",186,886,2454
"2010-12-05 00:00:00",178,1026,3175
"2010-12-06 00:00:00",318,1294,4362
"2010-12-07 00:00:00",270,1241,4650
"2010-12-08 00:00:00",330,1275,4646
"2010-12-09 00:00:00",295,1153,4581
"2010-12-10 00:00:00",227,1091,4029
"2010-12-11 00:00:00",217,876,2908
"2010-12-12 00:00:00",375,1008,3230
"2010-12-13 00:00:00",361,1156,4462
"2010-12-14 00:00:00",307,1250,4499
"2010-12-15 00:00:00",311,1178,4268
"2010-12-16 00:00:00",241,1178,3915
"2010-12-17 00:00:00",207,1020,2639
"2010-12-18 00:00:00",221,676,2007
"2010-12-19 00:00:00",158,786,2131
"2010-12-20 00:00:00",235,949,2865
"2010-12-21 00:00:00",179,997,2666
"2010-12-22 00:00:00",180,945,2342
"2010-12-23 00:00:00",138,835,2038
"2010-12-24 00:00:00",117,639,1656
"2010-12-25 00:00:00",72,595,1276
"2010-12-26 00:00:00",104,716,1563
"2010-12-27 00:00:00",148,796,1970
"2010-12-28 00:00:00",117,745,2115
"2010-12-29 00:00:00",155,786,2366
"2010-12-30 00:00:00",122,731,2184
"2010-12-31 00:00:00",92,693,1731
"2011-01-01 00:00:00",100,687,1484
"2011-01-02 00:00:00",134,824,2319
"2011-01-03 00:00:00",172,865,2823
"2011-01-04 00:00:00",178,960,3178
"2011-01-05 00:00:00",230,999,3600
"2011-01-06 00:00:00",188,995,3558
"2011-01-07 00:00:00",238,993,3252
"2011-01-08 00:00:00",132,883,2647
"2011-01-09 00:00:00",203,822,2938
"2011-01-10 00:00:00",252,1070,3856
"2011-01-11 00:00:00",236,1203,4091
"2011-01-12 00:00:00",185,1223,4035
"2011-01-13 00:00:00",285,1106,4052
"2011-01-14 00:00:00",246,989,4047
"2011-01-15 00:00:00",147,879,2917
"2011-01-16 00:00:00",166,840,3297
"2011-01-17 00:00:00",237,1110,3932
"2011-01-18 00:00:00",287,1201,4456
"2011-01-19 00:00:00",219,1190,4563
"2011-01-20 00:00:00",281,1132,4438
"2011-01-21 00:00:00",238,979,3865
"2011-01-22 00:00:00",182,778,2812
"2011-01-23 00:00:00",229,912,3267
"2011-01-24 00:00:00",247,1127,4517
"2011-01-25 00:00:00",234,1165,3820
"2011-01-26 00:00:00",268,1096,3543
"2011-01-27 00:00:00",211,1066,2999
"2011-01-28 00:00:00",176,962,2415
"2011-01-29 00:00:00",133,732,1769
"2011-01-30 00:00:00",154,857,2093
"2011-01-31 00:00:00",274,1103,2963
"2011-02-01 00:00:00",215,934,2916
"2011-02-02 00:00:00",236,978,2746
"2011-02-03 00:00:00",207,919,2716
"2011-02-04 00:00:00",248,910,2284
"2011-02-05 00:00:00",146,775,1834
"2011-02-06 00:00:00",179,916,2204
"2011-02-07 00:00:00",222,1045,2911
"2011-02-08 00:00:00",210,1008,2941
"2011-02-09 00:00:00",225,1001,3069
"2011-02-10 00:00:00",225,1024,3041
"2011-02-11 00:00:00",166,854,2515
"2011-02-12 00:00:00",137,825,1825
"2011-02-13 00:00:00",134,850,2109
"2011-02-14 00:00:00",223,1110,2839
"2011-02-15 00:00:00",220,969,2951
"2011-02-16 00:00:00",225,1024,3128
"2011-02-17 00:00:00",247,1064,2970
"2011-02-18 00:00:00",178,986,2511
"2011-02-19 00:00:00",155,773,1724
"2011-02-20 00:00:00",175,867,2087
"2011-02-21 00:00:00",240,1065,2785
"2011-02-22 00:00:00",242,1123,2927
"2011-02-23 00:00:00",203,1092,2935
"2011-02-24 00:00:00",190,1060,2908
"2011-02-25 00:00:00",181,914,2475
"2011-02-26 00:00:00",147,906,1941
"2011-02-27 00:00:00",174,921,2242
"2011-02-28 00:00:00",235,1132,3006
"2011-03-01 00:00:00",351,1057,3056
"2011-03-02 00:00:00",294,1041,3090
"2011-03-03 00:00:00",297,1153,3106
"2011-03-04 00:00:00",223,870,2425
"2011-03-05 00:00:00",166,724,1824
"2011-03-06 00:00:00",170,885,2094
"2011-03-07 00:00:00",245,891,3139
"2011-03-08 00:00:00",198,1105,2998
"2011-03-09 00:00:00",236,1278,3169
"2011-03-10 00:00:00",281,988,2913
"2011-03-11 00:00:00",203,940,2414
"2011-03-12 00:00:00",173,775,1735
"2011-03-13 00:00:00",203,790,2078
"2011-03-14 00:00:00",244,1134,2889
"2011-03-15 00:00:00",237,1035,2867
"2011-03-16 00:00:00",250,1017,2858
"2011-03-17 00:00:00",203,1000,2695
"2011-03-18 00:00:00",127,903,2311
"2011-03-19 00:00:00",116,656,1649
"2011-03-20 00:00:00",150,787,1909
"2011-03-21 00:00:00",217,941,2704
"2011-03-22 00:00:00",198,1060,2872
"2011-03-23 00:00:00",223,950,3196
"2011-03-24 00:00:00",196,987,2827
"2011-03-25 00:00:00",225,834,2269
"2011-03-26 00:00:00",191,733,1781
"2011-03-27 00:00:00",206,755,2086
"2011-03-28 00:00:00",239,966,2890
"2011-03-29 00:00:00",195,1013,2914
"2011-03-30 00:00:00",236,960,2843
"2011-03-31 00:00:00",223,1012,2793
"2011-04-01 00:00:00",221,857,2053
"2011-04-02 00:00:00",161,626,1478
"2011-04-03 00:00:00",162,868,1959
"2011-04-04 00:00:00",249,1031,2766
"2011-04-05 00:00:00",231,1058,2844
"2011-04-06 00:00:00",212,958,2641
"2011-04-07 00:00:00",247,944,2780
"2011-04-08 00:00:00",221,865,2217
"2011-04-09 00:00:00",253,692,1645
"2011-04-10 00:00:00",147,721,1905
"2011-04-11 00:00:00",244,1007,3699
"2011-04-12 00:00:00",253,945,2913
"2011-04-13 00:00:00",233,996,3010
"2011-04-14 00:00:00",244,943,2946
"2011-04-15 00:00:00",181,782,2368
"2011-04-16 00:00:00",118,640,1778
"2011-04-17 00:00:00",148,668,1962
"2011-04-18 00:00:00",203,903,2747
"2011-04-19 00:00:00",221,959,2825
"2011-04-20 00:00:00",192,906,2822
"2011-04-21 00:00:00",204,809,2336
"2011-04-22 00:00:00",188,754,1942
"2011-04-23 00:00:00",107,624,1541
"2011-04-24 00:00:00",221,727,1807
"2011-04-25 00:00:00",230,885,2626
"2011-04-26 00:00:00",271,993,2757
"2011-04-27 00:00:00",280,1093,2817
"2011-04-28 00:00:00",224,929,2674
"2011-04-29 00:00:00",212,810,2122
"2011-04-30 00:00:00",133,712,1747
"2011-05-01 00:00:00",152,715,1945
"2011-05-02 00:00:00",267,931,2751
"2011-05-03 00:00:00",242,1058,2869
"2011-05-04 00:00:00",240,1007,2889
"2011-05-05 00:00:00",260,986,2676
"2011-05-06 00:00:00",204,819,2321
"2011-05-07 00:00:00",155,716,1745
"2011-05-08 00:00:00",188,749,2014
"2011-05-09 00:00:00",239,1015,2845
"2011-05-10 00:00:00",213,1036,2845
"2011-05-11 00:00:00",245,977,2762
"2011-05-12 00:00:00",263,963,2543
"2011-05-13 00:00:00",185,844,2277
"2011-05-14 00:00:00",163,670,1756
"2011-05-15 00:00:00",181,805,2002
"2011-05-16 00:00:00",256,923,2668
"2011-05-17 00:00:00",410,923,2618
"2011-05-18 00:00:00",245,1006,2713
"2011-05-19 00:00:00",216,940,2593
"2011-05-20 00:00:00",179,775,2075
"2011-05-21 00:00:00",141,652,1735
"2011-05-22 00:00:00",156,711,2019
"2011-05-23 00:00:00",168,915,2558
"2011-05-24 00:00:00",183,834,2588
"2011-05-25 00:00:00",239,930,3078
"2011-05-26 00:00:00",200,908,2559
"2011-05-27 00:00:00",271,779,2034
"2011-05-28 00:00:00",176,638,1445
"2011-05-29 00:00:00",153,1398,2032
"2011-05-30 00:00:00",177,1688,2486
"2011-05-31 00:00:00",175,1649,2665
"2011-06-01 00:00:00",212,1647,2683
"2011-06-02 00:00:00",152,1475,2496
"2011-06-03 00:00:00",124,785,1895
"2011-06-04 00:00:00",97,685,1586
"2011-06-05 00:00:00",128,655,1692
"2011-06-06 00:00:00",171,900,2272
"2011-06-07 00:00:00",186,917,2438
"2011-06-08 00:00:00",206,931,2304
"2011-06-09 00:00:00",151,950,2362
"2011-06-10 00:00:00",184,819,1882
"2011-06-11 00:00:00",117,597,1532
"2011-06-12 00:00:00",134,724,1755
"2011-06-13 00:00:00",179,949,2311
"2011-06-14 00:00:00",144,935,2014
"2011-06-15 00:00:00",170,975,2502
"2011-06-16 00:00:00",141,891,2396
"2011-06-17 00:00:00",130,820,1967
"2011-06-18 00:00:00",180,622,1577
"2011-06-19 00:00:00",222,797,1716
"2011-06-20 00:00:00",194,1022,2279
"2011-06-21 00:00:00",217,1050,2502
"2011-06-22 00:00:00",150,964,2413
"2011-06-23 00:00:00",142,856,2046
"2011-06-24 00:00:00",104,801,2000
"2011-06-25 00:00:00",118,685,1589
"2011-06-26 00:00:00",133,720,1759
"2011-06-27 00:00:00",200,941,2484
"2011-06-28 00:00:00",187,897,2290
"2011-06-29 00:00:00",188,871,2011
"2011-06-30 00:00:00",149,886,2026
"2011-07-01 00:00:00",107,713,1685
"2011-07-02 00:00:00",113,571,1263
"2011-07-03 00:00:00",95,671,1299
"2011-07-04 00:00:00",127,770,1802
"2011-07-05 00:00:00",123,794,2096
"2011-07-06 00:00:00",130,898,2209
"2011-07-07 00:00:00",145,865,2279
"2011-07-08 00:00:00",104,795,1984
"2011-07-09 00:00:00",86,638,1495
"2011-07-10 00:00:00",128,681,1656
"2011-07-11 00:00:00",125,852,2195
"2011-07-12 00:00:00",114,877,2175
"2011-07-13 00:00:00",147,802,2001
"2011-07-14 00:00:00",162,824,2102
"2011-07-15 00:00:00",135,856,1807
"2011-07-16 00:00:00",93,621,1366
"2011-07-17 00:00:00",103,642,1608
"2011-07-18 00:00:00",134,848,2238
"2011-07-19 00:00:00",133,867,2137
"2011-07-20 00:00:00",172,836,2247
"2011-07-21 00:00:00",159,828,2125
"2011-07-22 00:00:00",178,735,1786
"2011-07-23 00:00:00",135,589,1417
"2011-07-24 00:00:00",91,626,1534
"2011-07-25 00:00:00",151,831,2222
"2011-07-26 00:00:00",182,794,2242
"2011-07-27 00:00:00",149,800,2207
"2011-07-28 00:00:00",167,805,2162
"2011-07-29 00:00:00",137,709,1911
"2011-07-30 00:00:00",96,650,1513
"2011-07-31 00:00:00",105,644,1602
"2011-08-01 00:00:00",145,724,2020
"2011-08-02 00:00:00",145,752,2202
"2011-08-03 00:00:00",159,822,2237
"2011-08-04 00:00:00",120,833,2088
"2011-08-05 00:00:00",103,708,2629
"2011-08-06 00:00:00",195,688,1352
"2011-08-07 00:00:00",88,679,1591
"2011-08-08 00:00:00",143,920,2171
"2011-08-09 00:00:00",170,954,2193
"2011-08-10 00:00:00",155,901,2261
"2011-08-11 00:00:00",119,891,2203
